Course,Age at enrollment,Daytime/evening attendance,Area,Caste,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target,Previous Qualification
Foreign Language,10,1,Gujarat,Gara,1,0,0,1,Female,0,12.14285714,13.14285714,12.4,0.5,1.79,Graduate,8
Psychology,12,1,Maharashtra,Banjara,1,0,0,1,Female,1,13.34,12.38571429,12.4,0.5,1.79,Enrolled,9
Chemistry,14,0,Manipur,Satnami,0,0,0,1,Female,0,13,13.75,8.9,1.4,3.51,Dropout,9
Biology,15,1,Assam,Katnatam,0,0,0,1,Male,1,12,11.66666667,15.5,2.8,-4.06,Enrolled,9
Physics,13,1,Kerala,Vinta,1,0,0,1,Male,0,0,0,11.1,0.6,2.02,Dropout,7
Political Science,11,1,Telangana,Muslim/Sayd,1,0,0,1,Male,0,11,0,11.1,0.6,2.02,Dropout,9
Biology,10,1,Punjab,Naidu,0,0,0,1,Male,0,11.5,11.33333333,12.4,0.5,1.79,Enrolled,9
Political Science,11,1,Manipur,Gomolu,1,0,1,0,Male,0,13.33333333,12.5,8.9,1.4,3.51,Dropout,8
Psychology,12,1,Kerala,Akamow Door,1,0,0,1,Male,0,14.59444444,13.472,15.5,2.8,-4.06,Graduate,8
Computer Science,10,1,Uttaranchal,Asari,1,0,1,1,Male,0,11,10.66666667,12.4,0.5,1.79,Dropout,8
Geography,11,1,Sikkim,Paraiyar,1,0,1,0,Male,0,0,0,9.4,-0.8,-3.12,Dropout,8
Music,16,1,Uttar Pradesh,Shikari Pardhi,1,0,0,1,Male,0,0,0,8.9,1.4,3.51,Dropout,9
Geography,14,1,Sikkim,Gomolu,1,0,0,1,Male,0,12,12,7.6,2.6,0.32,Dropout,8
Geography,16,1,Assam,Gadaria,1,0,0,1,Male,0,14,13.2,8.9,1.4,3.51,Graduate,6
Sociology,11,1,Daman & Diu,Paingam,0,0,0,1,Male,0,13.57142857,11.8,8.9,1.4,3.51,Graduate,7
Art,13,1,Manipur,Jain,1,0,0,1,Male,0,0,0,16.2,0.3,-0.92,Dropout,7
Art,13,1,Manipur,Pillaimor,0,0,0,1,Male,0,14.25,13.85714286,11.1,0.6,2.02,Graduate,9
History,11,1,West Bengal,Cheltian,1,0,1,0,Female,0,0,0,13.9,-0.3,0.79,Dropout,7
Foreign Language,14,1,Goa,Sanyasi,1,0,0,1,Female,1,0,0,7.6,2.6,0.32,Dropout,9
Psychology,11,1,Andhra Pradesh,Serva,1,0,0,1,Female,1,13.54285714,13.54285714,12.7,3.7,-1.7,Graduate,6
Chemistry,14,0,Rajasthan,Thevar,0,0,0,1,Female,1,13.11111111,11.71428571,12.7,3.7,-1.7,Graduate,8
Chemistry,11,0,Jharkhand,Pr/Sc,1,0,0,1,Female,0,12.66666667,12.14285714,7.6,2.6,0.32,Graduate,7
Economics,13,1,Bihar,Bangali,1,0,0,1,Female,0,10.75,10,9.4,-0.8,-3.12,Dropout,7
Other,16,0,Karnataka,Majhe,1,0,0,1,Female,0,10.75,10,7.6,2.6,0.32,Dropout,7
English,12,1,Jammu & Kashmir,Adiwari,1,0,0,1,Female,0,13.66666667,13.33333333,9.4,-0.8,-3.12,Graduate,8
Chemistry,13,0,Chhattisgarh,Milala,0,0,0,1,Female,0,13.83333333,12.83333333,7.6,2.6,0.32,Graduate,8
English,14,1,Arunachal Pradesh,Thevar,0,0,0,1,Female,0,13.17647059,13,7.6,2.6,0.32,Dropout,6
Chemistry,14,0,Mizoram,Manigaicr,0,0,0,1,Female,0,12.75,12.6,7.6,2.6,0.32,Dropout,8
Psychology,15,1,West Bengal,Soni (Sunar),1,0,0,1,Female,1,12.86,12.86,7.6,2.6,0.32,Enrolled,9
Chemistry,15,0,Kerala,Pillaimor,0,0,1,0,Female,0,12,12,8.9,1.4,3.51,Dropout,6
Political Science,14,1,Manipur,Kshtriya,1,0,0,1,Female,0,11.66666667,12.55555556,10.8,1.4,1.74,Graduate,9
Chemistry,15,0,Andaman & Nicobar Islands,Monchi,0,0,0,1,Female,0,16.5,16.90909091,8.9,1.4,3.51,Graduate,6
Political Science,16,1,Madhya Pradesh,Sain,1,0,0,1,Female,0,12.33333333,11.77777778,7.6,2.6,0.32,Graduate,8
Psychology,12,1,Jharkhand,Guvati,1,0,0,1,Female,0,12.59125,12.82,15.5,2.8,-4.06,Enrolled,9
Political Science,12,1,Orissa,S.C.,1,0,0,1,Male,0,11.5,11,8.9,1.4,3.51,Dropout,6
Biology,16,1,Tamil Nadu,Dhobi (Washerman),1,0,0,1,Male,1,11.89473684,12.92307692,15.5,2.8,-4.06,Graduate,8
Political Science,11,1,Madhya Pradesh,Rautasvam,0,0,0,1,Male,0,0,0,13.9,-0.3,0.79,Dropout,9
Sociology,13,1,Uttaranchal,Kushwaha,0,0,0,0,Male,0,0,0,11.1,0.6,2.02,Dropout,7
Biology,11,1,Jharkhand,Chipa,1,0,0,1,Male,0,13,11.5,12.4,0.5,1.79,Enrolled,9
Biology,16,1,Haryana,Dilai,0,0,0,1,Male,0,0,0,13.9,-0.3,0.79,Dropout,8
Music,12,1,Lakshadweep,Lodhi,1,0,0,1,Male,0,15.16666667,14.83333333,9.4,-0.8,-3.12,Graduate,9
Computer Science,11,1,Kerala,Kanojia,0,0,0,1,Male,0,11.75,13.5,11.1,0.6,2.02,Dropout,9
Geography,14,1,Chandigarh,Gada,1,0,0,1,Male,0,0,15,10.8,1.4,1.74,Enrolled,7
Physics,12,1,Delhi,Deyar,1,0,0,1,Male,0,0,0,11.1,0.6,2.02,Dropout,9
Sociology,13,1,Arunachal Pradesh,Sahu (Oilman),0,0,0,1,Male,0,11.33333333,14.75,16.2,0.3,-0.92,Dropout,9
Biology,14,1,Pondicherry,Schtlear,1,0,0,1,Male,1,12.6,13.2,12.4,0.5,1.79,Graduate,9
Geography,14,1,Meghalaya,Cheetamdr,1,0,0,1,Male,0,0,14,7.6,2.6,0.32,Dropout,8
History,16,1,Gujarat,Munaliar,0,0,0,1,Male,1,15.5,15.5,11.1,0.6,2.02,Dropout,6
Psychology,16,1,Maharashtra,Chawhan,1,0,0,1,Male,0,12.36571429,12.36571429,10.8,1.4,1.74,Graduate,7
Art,13,1,Daman & Diu,Basade,1,0,0,1,Male,0,13.2,13.25,10.8,1.4,1.74,Enrolled,7
English,10,1,Uttaranchal,Van Nair,1,0,0,1,Male,0,11.42857143,11.85714286,7.6,2.6,0.32,Enrolled,6
Political Science,16,1,Jharkhand,Darji (Tailor),1,0,0,1,Male,0,0,0,16.2,0.3,-0.92,Dropout,7
Music,11,1,Chandigarh,Gada,0,0,0,1,Male,1,14,12.33333333,9.4,-0.8,-3.12,Graduate,9
Biology,14,1,Punjab,Satnami,0,0,0,1,Male,0,12,11.8,15.5,2.8,-4.06,Dropout,8
Music,11,1,Chhattisgarh,Naidu,0,0,0,0,Male,0,0,12,10.8,1.4,1.74,Dropout,9
Economics,14,1,Jharkhand,Schtlear,0,0,0,0,Male,0,10,11.33333333,15.5,2.8,-4.06,Dropout,6
Economics,13,1,Andhra Pradesh,Ambalm,0,0,0,1,Male,0,10,10,7.6,2.6,0.32,Dropout,8
Physics,11,1,Pondicherry,Asari,1,0,0,0,Male,0,0,0,7.6,2.6,0.32,Dropout,9
Sociology,14,1,Gujarat,Kshtriya,0,0,0,1,Male,1,11.16666667,11.66666667,10.8,1.4,1.74,Enrolled,7
Political Science,15,1,Ladakh,Bhunjwa,0,0,0,1,Male,0,11.75,11.33333333,15.5,2.8,-4.06,Enrolled,8
Biology,11,1,Uttar Pradesh,Vallalam,1,0,0,1,Male,0,11.75,0,13.9,-0.3,0.79,Dropout,6
Economics,15,1,Delhi,Gupta,1,0,0,1,Male,0,10,11,7.6,2.6,0.32,Dropout,6
Computer Science,13,1,West Bengal,Satnami,0,0,0,1,Male,0,14,12.8,7.6,2.6,0.32,Graduate,8
History,16,1,Maharashtra,Kushwaha,0,0,1,0,Male,0,0,0,7.6,2.6,0.32,Dropout,8
Music,15,1,Maharashtra,Chettiar,1,0,0,0,Male,0,12,0,9.4,-0.8,-3.12,Dropout,9
Music,16,1,Telangana,Asari,0,0,0,0,Male,0,0,0,10.8,1.4,1.74,Dropout,6
Biology,11,1,Maharashtra,Asari,0,0,1,0,Male,0,11.88888889,11.6,15.5,2.8,-4.06,Dropout,9
Music,16,1,Orissa,Vidivar,1,0,0,1,Male,0,13.83333333,13.66666667,11.1,0.6,2.02,Graduate,7
Other,16,0,Chhattisgarh,Padaiachi,0,0,0,0,Male,0,0,0,12.7,3.7,-1.7,Dropout,7
Music,13,1,Tamil Nadu,Kshtriya,0,0,0,0,Male,0,11.4,12.4,10.8,1.4,1.74,Dropout,6
Biology,15,1,Chandigarh,Kanojia,1,0,0,1,Male,0,0,11,16.2,0.3,-0.92,Dropout,8
Biology,16,1,Rajasthan,Basod,1,0,1,1,Male,0,10.64285714,10.66666667,15.5,2.8,-4.06,Dropout,9
Political Science,13,1,Jammu & Kashmir,S.C.,0,0,0,0,Male,0,11,0,7.6,2.6,0.32,Dropout,7
Music,14,1,Telangana,Monchi,1,0,0,1,Male,0,16.83333333,16.66666667,8.9,1.4,3.51,Graduate,6
Sociology,10,1,Maharashtra,Kalra,0,0,0,1,Male,0,13.57142857,13.2,12.7,3.7,-1.7,Graduate,8
Other,12,0,Telangana,Vashnav,0,0,1,1,Male,1,14.71428571,14.375,16.2,0.3,-0.92,Graduate,7
Art,14,1,Karnataka,Yadev,1,0,0,1,Male,0,0,0,9.4,-0.8,-3.12,Dropout,7
Other,12,0,Goa,Asooy,0,0,0,1,Male,1,10,11,13.9,-0.3,0.79,Dropout,6
Biology,16,1,Rajasthan,Pallai,0,0,0,1,Male,0,11,11.75,12.4,0.5,1.79,Dropout,6
Music,11,1,Uttar Pradesh,"Badai (Khati, Carpenter)",1,0,0,1,Male,1,11,0,8.9,1.4,3.51,Dropout,7
Music,12,1,Tripura,Bamam,0,0,0,1,Male,1,12,12.83333333,12.7,3.7,-1.7,Graduate,9
Political Science,10,1,Pondicherry,Nisad,1,0,0,1,Male,0,11.125,11.85714286,7.6,2.6,0.32,Graduate,7
History,13,1,Chandigarh,Munaliar,0,0,1,0,Male,0,11.33333333,11.5,13.9,-0.3,0.79,Dropout,7
Music,14,1,Karnataka,Vellar,0,0,0,1,Male,0,12,0,10.8,1.4,1.74,Dropout,7
Psychology,11,1,West Bengal,Mooppar,0,0,0,1,Male,0,0,0,13.9,-0.3,0.79,Dropout,8
Psychology,13,1,Andaman & Nicobar Islands,Muslman (Syed),0,0,0,1,Male,0,14.54,14.54,10.8,1.4,1.74,Graduate,7
Biology,10,1,Maharashtra,Vijmar,1,0,0,1,Male,0,12.16666667,13,12.4,0.5,1.79,Graduate,8
History,13,1,Madhya Pradesh,Katnatam,0,0,1,0,Male,0,13.5,11.66666667,9.4,-0.8,-3.12,Dropout,9
Art,12,1,Pondicherry,Vidivar,0,0,0,1,Male,0,14.75,14.33333333,11.1,0.6,2.02,Graduate,9
Economics,13,1,Ladakh,Bharud,0,0,0,1,Male,1,12.375,11.66666667,13.9,-0.3,0.79,Graduate,9
Psychology,13,1,Orissa,Nisad,0,0,0,1,Male,0,12.73333333,12.73333333,7.6,2.6,0.32,Graduate,7
English,16,1,Chhattisgarh,Mehra,1,1,0,0,Male,0,12.5,0,9.4,-0.8,-3.12,Dropout,8
Computer Science,11,1,Tamil Nadu,Rathor,1,0,1,0,Male,0,0,0,12.7,3.7,-1.7,Dropout,7
Psychology,10,1,Telangana,Brahmin,1,0,0,1,Male,0,0,0,7.6,2.6,0.32,Dropout,8
Psychology,15,1,Assam,Basade,0,0,0,1,Female,0,13.44285714,13.77142857,13.9,-0.3,0.79,Dropout,7
Psychology,11,1,Tripura,Nayar,1,0,0,1,Female,1,14.2,14.2,9.4,-0.8,-3.12,Graduate,8
Psychology,13,1,Manipur,Chettiar,1,0,0,1,Female,1,13.55,13.55,7.6,2.6,0.32,Graduate,8
Other,10,0,Orissa,Pal,0,0,0,1,Female,0,11.6,11.16666667,15.5,2.8,-4.06,Graduate,8
Music,10,1,Uttaranchal,Sutare,1,0,0,1,Female,0,13.57142857,15.28571429,13.9,-0.3,0.79,Graduate,9
Sociology,10,1,Arunachal Pradesh,Konar,1,0,0,1,Female,1,13.83333333,15,11.1,0.6,2.02,Graduate,8
Art,15,1,Uttaranchal,Cristan,1,0,1,0,Female,0,11.25,10.85714286,10.8,1.4,1.74,Dropout,7
Political Science,13,1,Dadra & Nagar Haveli,Adiwari,1,0,0,1,Female,1,10.2,11.25,12.4,0.5,1.79,Graduate,8
Psychology,15,1,Tripura,Chawhan,0,0,0,1,Female,0,15.67571429,15.67571429,10.8,1.4,1.74,Graduate,9
Political Science,13,1,Maharashtra,Meher,0,0,1,1,Female,1,10.83333333,12,11.1,0.6,2.02,Graduate,7
Sociology,16,1,Mizoram,Suryavansi,1,0,0,1,Female,1,14.5,15,12.4,0.5,1.79,Enrolled,7
Political Science,15,1,Telangana,Adiwari,0,1,0,1,Female,1,10.4,10.75,12.4,0.5,1.79,Enrolled,7
History,16,1,Arunachal Pradesh,Bangali,0,0,0,1,Female,0,13,13.33333333,7.6,2.6,0.32,Graduate,8
Physical Education,16,1,Tamil Nadu,Patel,1,0,0,1,Female,1,12.24285714,14.125,15.5,2.8,-4.06,Graduate,9
Foreign Language,14,1,Kerala,Schedule Caste,1,0,1,1,Female,0,13,12.5,8.9,1.4,3.51,Enrolled,7
Art,11,1,Tamil Nadu,M.B.C.,1,0,0,1,Female,0,14.16666667,13.42857143,8.9,1.4,3.51,Enrolled,7
Economics,12,1,Daman & Diu,Padaychi,1,0,0,1,Female,1,14.25,12.5,12.7,3.7,-1.7,Graduate,8
History,16,1,Madhya Pradesh,Kumhar (Potter),0,0,0,0,Female,0,12,10.5,9.4,-0.8,-3.12,Dropout,6
Psychology,16,1,Delhi,Sahu (Oilman),1,0,0,1,Female,0,13.25,13.82,11.1,0.6,2.02,Enrolled,8
Psychology,10,1,Madhya Pradesh,Panka,1,0,0,1,Male,1,13.18333333,13.18333333,7.6,2.6,0.32,Graduate,7
English,11,1,Jammu & Kashmir,Kirishmam Vahaj,1,0,0,1,Male,0,11,0,9.4,-0.8,-3.12,Enrolled,6
Psychology,12,1,Andaman & Nicobar Islands,Padaiachi,1,0,0,1,Male,1,11.9725,12.65125,15.5,2.8,-4.06,Graduate,8
Sociology,13,1,Madhya Pradesh,Ahir,1,0,0,1,Female,0,12.4,12.8,9.4,-0.8,-3.12,Graduate,9
Economics,12,1,Chandigarh,Julaha,0,0,0,1,Female,0,12.6,11.25,10.8,1.4,1.74,Enrolled,6
Psychology,15,1,Uttar Pradesh,Milala,1,0,0,1,Female,1,13.9,13.9,7.6,2.6,0.32,Graduate,7
Sociology,14,1,Nagaland,Addi Dirvisa,1,0,0,1,Female,1,11.5,11,7.6,2.6,0.32,Enrolled,6
Economics,13,1,Assam,Saildar,0,0,0,1,Female,0,14.2,11.85714286,10.8,1.4,1.74,Enrolled,6
Economics,11,1,Bihar,Bamam,1,0,0,0,Female,0,10.66666667,10.66666667,9.4,-0.8,-3.12,Dropout,8
Psychology,13,1,Madhya Pradesh,Addi Dirvisa,1,0,0,0,Female,0,0,0,11.1,0.6,2.02,Dropout,8
Sociology,15,1,West Bengal,Dhanvar,0,0,0,1,Female,1,11,11.33333333,10.8,1.4,1.74,Graduate,9
Psychology,14,1,Madhya Pradesh,Sc/Pl,1,0,0,1,Female,1,13.95714286,13.95714286,12.7,3.7,-1.7,Graduate,8
Political Science,10,1,Madhya Pradesh,Sowrstra,1,0,0,1,Female,0,12.5,13.66666667,9.4,-0.8,-3.12,Enrolled,9
Political Science,13,1,Telangana,Dhobi,0,0,1,1,Female,1,13.33333333,15.28571429,11.1,0.6,2.02,Graduate,8
Geography,10,1,Madhya Pradesh,Bhunjwa,1,0,0,1,Female,0,0,0,10.8,1.4,1.74,Dropout,9
Music,16,1,Karnataka,Baba,1,0,0,1,Female,0,11.66666667,11.6,7.6,2.6,0.32,Enrolled,8
Chemistry,11,0,Telangana,Manker,0,0,0,1,Female,0,15.71428571,15.5,13.9,-0.3,0.79,Graduate,6
Sociology,14,1,Tripura,Goundel,1,0,0,1,Female,0,11,11.4,13.9,-0.3,0.79,Graduate,9
Art,16,1,West Bengal,Sarathe,1,0,1,1,Female,0,12.25,12.75,7.6,2.6,0.32,Graduate,6
Other,14,0,Nagaland,Schtlear,0,0,1,1,Female,0,12.2,12.22222222,16.2,0.3,-0.92,Dropout,9
Economics,16,1,Arunachal Pradesh,Sain,1,0,0,1,Female,0,13,14,7.6,2.6,0.32,Graduate,7
Chemistry,15,0,Kerala,Rathor,0,0,0,1,Female,1,12,13,10.8,1.4,1.74,Graduate,7
Foreign Language,15,1,Mizoram,Velalar,1,0,0,1,Female,0,13.33333333,12.33333333,7.6,2.6,0.32,Graduate,8
Art,16,1,Andaman & Nicobar Islands,Verma,1,0,0,1,Female,0,13,13,7.6,2.6,0.32,Enrolled,9
Psychology,14,1,Orissa,"Badai (Khati, Carpenter)",1,0,0,1,Female,0,12.91,12.91,10.8,1.4,1.74,Graduate,9
Political Science,16,1,Uttaranchal,Gara,1,0,0,1,Female,1,11,11,9.4,-0.8,-3.12,Graduate,6
Psychology,12,1,Assam,Vallalam,0,0,0,1,Female,1,13.58,12.93625,15.5,2.8,-4.06,Graduate,6
Political Science,16,1,Assam,Satnami,1,0,0,1,Female,1,12.4,12.5,12.4,0.5,1.79,Graduate,9
Chemistry,13,0,Himachal Pradesh,Kanojia,0,0,0,1,Female,1,12.88888889,13,13.9,-0.3,0.79,Graduate,9
Physics,14,1,Haryana,Manikpuri,1,0,1,1,Male,0,11.54545455,11.7,8.9,1.4,3.51,Enrolled,6
Economics,16,1,Arunachal Pradesh,Basade,1,0,0,1,Male,0,10,0,15.5,2.8,-4.06,Enrolled,6
Psychology,16,1,Lakshadweep,Bhaina,1,0,0,1,Female,0,14.34125,14.34125,9.4,-0.8,-3.12,Graduate,7
Music,16,1,Ladakh,Goad,1,0,1,0,Female,0,14.14285714,12,13.9,-0.3,0.79,Dropout,7
Physics,14,1,Nagaland,Manigaicr,1,0,0,1,Female,1,0,0,9.4,-0.8,-3.12,Graduate,8
Biology,14,1,Delhi,Shikari Pardhi,1,0,0,1,Female,0,11.8,11.25,12.4,0.5,1.79,Enrolled,6
Music,13,1,Karnataka,Kalra,0,0,0,1,Female,1,13.33333333,14.16666667,12.7,3.7,-1.7,Graduate,9
Computer Science,12,1,Himachal Pradesh,S.C.,1,0,0,1,Female,0,14.5,12.85714286,13.9,-0.3,0.79,Graduate,6
Other,10,0,Arunachal Pradesh,Sowrstra,0,0,0,1,Female,0,12.66666667,13.4,11.1,0.6,2.02,Graduate,9
Economics,15,1,Karnataka,Kalra,0,0,1,1,Female,0,10,10,12.4,0.5,1.79,Enrolled,9
Art,12,1,Rajasthan,Cheltian,1,0,0,1,Female,1,0,0,12.7,3.7,-1.7,Dropout,6
Sociology,11,1,Andhra Pradesh,Majhe,0,0,0,1,Female,0,11,12.5,16.2,0.3,-0.92,Enrolled,6
Computer Science,13,1,Andhra Pradesh,Panka,1,0,1,1,Female,0,12,11,9.4,-0.8,-3.12,Dropout,9
Sociology,15,1,Karnataka,Akamow Door,1,0,0,1,Female,0,10,13.5,9.4,-0.8,-3.12,Enrolled,9
Psychology,10,1,Himachal Pradesh,Sc/Pl,1,0,0,1,Female,0,14.20857143,15.12777778,11.1,0.6,2.02,Graduate,9
Psychology,13,1,Delhi,St,1,0,0,1,Female,0,14.30714286,15.0125,12.4,0.5,1.79,Graduate,7
Economics,12,1,Dadra & Nagar Haveli,Cristan,0,0,0,1,Female,0,11,13.375,10.8,1.4,1.74,Enrolled,7
Foreign Language,16,1,Manipur,Rawat,1,0,0,1,Female,0,0,0,11.1,0.6,2.02,Dropout,9
Political Science,10,1,Ladakh,Bamam,1,0,0,1,Female,0,12,11,12.7,3.7,-1.7,Graduate,8
Economics,16,1,Bihar,Patel,0,0,1,0,Female,0,0,0,13.9,-0.3,0.79,Dropout,8
Biology,14,1,Andhra Pradesh,Chetiar,0,0,1,0,Female,0,0,0,8.9,1.4,3.51,Dropout,6
Music,11,1,Nagaland,Dhoby,1,0,0,1,Female,1,13.85714286,14.28571429,13.9,-0.3,0.79,Graduate,7
Physics,15,1,Chhattisgarh,Van Nair,1,0,0,1,Female,1,0,0,15.5,2.8,-4.06,Graduate,7
Physical Education,14,1,Tamil Nadu,Nisad,1,0,0,1,Female,0,0,0,12.7,3.7,-1.7,Dropout,6
Art,16,1,Meghalaya,Goad,0,0,0,1,Female,1,11,13,12.4,0.5,1.79,Graduate,7
Economics,13,1,Kerala,F.C.,0,0,0,1,Female,1,13.2,14.4,16.2,0.3,-0.92,Graduate,9
History,14,1,West Bengal,Marer,1,0,0,1,Female,1,13.5,15.33333333,8.9,1.4,3.51,Dropout,8
Economics,16,1,Assam,Rautasvam,0,0,0,1,Female,0,0,0,9.4,-0.8,-3.12,Dropout,6
Psychology,12,1,Bihar,Paingam,1,0,0,1,Female,1,14.21428571,14.21428571,12.7,3.7,-1.7,Graduate,7
History,15,1,Uttar Pradesh,Kurma,0,0,0,1,Female,0,13,12.4,7.6,2.6,0.32,Graduate,6
Music,14,1,Himachal Pradesh,Goundel,1,0,0,1,Female,0,12,10,9.4,-0.8,-3.12,Dropout,9
Psychology,13,1,Mizoram,Yadev,1,0,0,1,Female,0,0,0,11.1,0.6,2.02,Dropout,8
Economics,14,1,Delhi,Varma,1,0,0,1,Female,0,12.8,12.6,9.4,-0.8,-3.12,Graduate,6
History,16,1,Goa,Muslim/Sayd,0,0,0,1,Female,0,13.6,12.2,9.4,-0.8,-3.12,Graduate,6
Psychology,12,1,Kerala,Sarathe,1,0,0,1,Female,0,13.97142857,15.75,13.9,-0.3,0.79,Graduate,8
History,12,1,Tamil Nadu,Savaria Goad,0,0,0,1,Female,1,15,14.85714286,11.1,0.6,2.02,Graduate,8
History,15,1,Dadra & Nagar Haveli,Kirishmam Vahaj,0,0,0,0,Female,0,0,0,11.1,0.6,2.02,Dropout,7
Psychology,14,1,Uttar Pradesh,Vellar,1,0,0,1,Female,0,15.07777778,15.02352941,15.5,2.8,-4.06,Graduate,9
Psychology,11,1,West Bengal,Kalar,1,0,0,1,Female,0,13.38333333,13.38333333,7.6,2.6,0.32,Graduate,8
Physics,16,1,Karnataka,Kol,1,0,1,1,Female,0,13.25,13.09090909,8.9,1.4,3.51,Graduate,9
Political Science,12,1,Uttar Pradesh,Pr/Sc,1,0,1,0,Female,0,11.71428571,10.66666667,16.2,0.3,-0.92,Dropout,9
Psychology,16,1,Pondicherry,Kurmi,1,0,0,1,Female,1,13.01125,13.01125,9.4,-0.8,-3.12,Graduate,8
Biology,14,1,Rajasthan,Gahatra,0,0,0,1,Female,0,10.66666667,12,15.5,2.8,-4.06,Dropout,8
Psychology,10,1,Himachal Pradesh,Gara,0,0,0,1,Female,1,0,0,11.1,0.6,2.02,Enrolled,8
History,10,1,Uttar Pradesh,Bangali,1,0,0,1,Female,0,13,12.66666667,12.4,0.5,1.79,Graduate,9
Other,16,0,Chhattisgarh,Jain,0,0,0,1,Female,0,12,11.4,12.7,3.7,-1.7,Graduate,7
English,16,1,Madhya Pradesh,Jasodi,1,0,0,1,Female,0,12.16666667,13.8,12.7,3.7,-1.7,Graduate,9
Psychology,10,1,Orissa,Addi Dirvisa,1,0,0,1,Female,0,11.85,13.65,16.2,0.3,-0.92,Graduate,6
Other,12,0,Dadra & Nagar Haveli,Kumrawat,0,0,0,1,Female,0,11,11.2,7.6,2.6,0.32,Graduate,7
Psychology,13,1,Karnataka,B.C.,1,0,1,1,Female,1,12.32777778,11.736,15.5,2.8,-4.06,Graduate,9
History,13,1,Andhra Pradesh,Saildar,1,0,0,1,Female,0,12,13.42857143,10.8,1.4,1.74,Graduate,6
Psychology,10,1,Tripura,Chaman,1,0,0,1,Female,0,14.42857143,14.51111111,16.2,0.3,-0.92,Graduate,9
Psychology,14,1,Karnataka,Verma,1,0,0,1,Female,0,13.78,12.6125,12.4,0.5,1.79,Graduate,9
Psychology,13,1,Karnataka,Lular,1,0,0,1,Female,1,13.8,13.8,7.6,2.6,0.32,Graduate,6
Foreign Language,11,1,Pondicherry,Dhoby,1,0,0,1,Female,1,14.85714286,15.14285714,13.9,-0.3,0.79,Graduate,8
Music,10,1,Nagaland,Vidivar,0,0,0,1,Female,0,13,12.6,16.2,0.3,-0.92,Enrolled,7
Political Science,16,1,Manipur,Milala,0,0,0,1,Female,1,12.14285714,13.33333333,13.9,-0.3,0.79,Graduate,8
History,12,1,Telangana,Nanda,1,0,0,1,Female,0,15.66666667,14.83333333,8.9,1.4,3.51,Graduate,7
Psychology,15,1,Arunachal Pradesh,Harjan,1,0,0,1,Female,0,12.5,12.16666667,15.5,2.8,-4.06,Graduate,6
Political Science,14,1,Tamil Nadu,Basade,0,0,0,1,Female,1,12.83333333,13.16666667,12.4,0.5,1.79,Graduate,9
Biology,16,1,Ladakh,Basod,0,0,1,0,Female,0,0,0,8.9,1.4,3.51,Dropout,7
English,12,1,Ladakh,Yadav,1,0,0,1,Female,0,12.5,12.66666667,7.6,2.6,0.32,Graduate,8
Music,10,1,Tamil Nadu,Sanyasi,1,0,0,1,Female,0,11.25,13,9.4,-0.8,-3.12,Graduate,7
Psychology,10,1,Gujarat,Pallai,1,0,0,1,Female,0,15.25,15.25,7.6,2.6,0.32,Graduate,8
History,12,1,Jammu & Kashmir,Kumhar (Potter),1,0,0,1,Female,1,14,12,9.4,-0.8,-3.12,Graduate,7
Political Science,11,1,Chandigarh,Dilai,0,0,1,1,Female,0,12.07692308,12.09090909,16.2,0.3,-0.92,Graduate,7
Foreign Language,14,1,Delhi,S.C.,0,0,0,1,Female,0,14.625,14.88888889,8.9,1.4,3.51,Graduate,7
Foreign Language,12,1,Dadra & Nagar Haveli,Pal,1,0,0,1,Female,0,10.5,10.5,16.2,0.3,-0.92,Dropout,9
Political Science,10,1,Uttar Pradesh,Schedule Caste,1,0,0,1,Female,1,12.83333333,12.16666667,8.9,1.4,3.51,Graduate,9
Music,12,1,Uttaranchal,Nayar,0,0,1,0,Female,1,12.5,11.8,10.8,1.4,1.74,Graduate,7
Physics,15,1,Andhra Pradesh,Kandyadr,1,0,0,1,Female,0,11.23076923,12.77777778,11.1,0.6,2.02,Graduate,6
Other,13,0,Arunachal Pradesh,Van Nair,0,0,0,1,Female,0,10.5,0,7.6,2.6,0.32,Dropout,8
Foreign Language,16,1,Punjab,Asari,1,0,0,1,Female,0,12,12,12.7,3.7,-1.7,Dropout,9
Physical Education,14,1,Ladakh,Gada,0,0,0,1,Female,1,10.98571429,12.3,10.8,1.4,1.74,Graduate,6
Psychology,12,1,Chhattisgarh,Nisad,0,0,0,0,Female,0,12.62,14.16666667,12.4,0.5,1.79,Dropout,9
Psychology,11,1,Madhya Pradesh,Cheetamdr,1,0,0,1,Female,0,13,14.2125,13.9,-0.3,0.79,Dropout,9
Geography,10,1,Haryana,Vinta,0,0,0,0,Male,0,0,0,15.5,2.8,-4.06,Dropout,9
Geography,15,1,Assam,Nai (Barber),1,0,0,1,Male,0,0,0,10.8,1.4,1.74,Dropout,8
Sociology,10,1,Chhattisgarh,Barber/Nai,0,0,0,1,Male,0,13.5,13.33333333,12.4,0.5,1.79,Graduate,8
Psychology,16,1,Orissa,Kirishmam Vahaj,1,0,0,1,Male,1,13.51666667,13.51666667,7.6,2.6,0.32,Graduate,9
English,13,1,Tripura,Panka,1,0,0,1,Male,1,13.16666667,13.28571429,8.9,1.4,3.51,Graduate,6
